salesperson_name,client_name,month_year,total_amount
SHEENA,SERENITY SPA LTD,23-Mar,73439.6
SHEENA,SIX SQUARE LIMITED,23-Mar,5278
SHEENA,SOUTH LEMON LIMITED,23-Mar,369530.76
SHEENA,SOYS LIMITED,23-Mar,11112.336
SHEENA,TANIA EAST AFRICA LTD DR,23-Mar,11600
SHEENA,TOP FOOD LIMITED,23-Mar,412951.88
SHEENA,TYPSY GENERAL SUPPLIES,23-Mar,213150
SHEENA,VIVA GLOBAL LIMITED,23-Mar,103987.04
SHEENA,WARIDI PACKAGING ENTERPRISES,23-Mar,10904
SHEENA,WESTLANDS TRADING LIMITED,23-Mar,-9744
SHEENA,X-CENTRIC LIMITED,23-Mar,2494
SHEENA,ZD INDUSTRIES LIMITED,23-Mar,101384
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Mar,101530.16
RACHAEL,HASANAT VENTURES LTD,23-Mar,17469.6
RACHAEL,HEALTHY KAJUJU,23-Mar,31215.6
RACHAEL,MAJIC LEAN,23-Mar,34800
RACHAEL,RINZ PRODUCTS LIMITED,23-Mar,141931.8
RACHAEL,ROBBINS EAST AFRICA LTD,23-Mar,2046.24
NAHASHON,DAWA LIMITED,23-Mar,324146.88
NAHASHON,FINSBURY TRADING LTD,23-Mar,55937.52
NAHASHON,FLORENZA LIMITED,23-Mar,7059.2496
NAHASHON,KENYA NUT COMPANY LIMITED,23-Mar,13108
NAHASHON,MAMA LAYLA SOLAR LIGHTS LTD,23-Mar,3712
NAHASHON,MEDISEL (KENYA) LIMITED,23-Mar,84362.8
NAHASHON,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Mar,46980
NAHASHON,ROSETO LIMITED,23-Mar,101532.48
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Mar,135348.8
NAHASHON,SIERRA FLORA LIMITED,23-Mar,101423.44
NAHASHON,WILD FIRE LIMITED,23-Mar,43782.46
MOSES,ORIBUT COMPANY LIMITED,23-Mar,41917.5
MOHAMED,ADAN PAPERS,23-Mar,292644.8
MOHAMED,DAVID FOSIL,23-Mar,343824
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Mar,241001.6
MOHAMED,PLASITEK LIMITED,23-Mar,43152
MOHAMED,SANJAC PACKAGING LIMITED DR,23-Mar,-16704
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-Mar,461216
MOHAMED,WORLD BOOTS LTD,23-Mar,210064.4
JUDY,AKAMIS DAIRIES,23-Mar,7424
JUDY,AMIYO FARMS,23-Mar,21460
JUDY,BAHATI AGRO PROCESSORS LTD,23-Mar,1089221.44
JUDY,DEA TRADERS COMPANY LIMITED,23-Mar,36754
JUDY,DEMKA DAIRY LTD,23-Mar,2342262.72
JUDY,EDEN DAIRY LTD,23-Mar,34800
JUDY,FARMING SOLUTIONS LIMITED,23-Mar,191817.6
JUDY,GUANGO DAIRY PRODUCTS LTD,23-Mar,53499.2
JUDY,HAPPY COW LIMITED,23-Mar,31204
JUDY,KENAFRIC BEVERAGES AND BOTTLING LTD,23-Mar,11600
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Mar,52617.6
JUDY,MELANGINE DAIRIES LIMITED,23-Mar,95949.4
JUDY,MELPHINA COMPANY LIMITED,23-Mar,121243.2
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Mar,158224
JUDY,NAMINI INVESTMENT LIMITED,23-Mar,8700
JUDY,NOSTIMO LTD,23-Mar,29928
JUDY,NURU SOCIAL ENTERPRISES LTD,23-Mar,27492
JUDY,PALM HOUSE DAIRIES,23-Mar,513880
JUDY,PERRY FRESH LIMITED,23-Mar,174928
JUDY,PHILIP MOSES,23-Mar,344288
JUDY,PRECISION E.A PACKAGING LTD,23-Mar,54520
JUDY,SHEFA DAIRIES LIMITED,23-Mar,249724.8
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Mar,334660
JUDY,TATU MILK LIMITED,23-Mar,92373.12
JUDY,TOP COW DAIRIES LTD,23-Mar,163792
JUDY,TROPICAL LUCH LTD,23-Mar,16762
JUDY,UMANI SPRINGS DROPS LTD,23-Mar,161128.64
JUDY,UPLANDS DAIRIES LIMITED,23-Mar,157110.4
JUDY,UPLANDS PREMIUM DAIRIES & FOOD,23-Mar,81896
JUDY,ZAWADI DAIRIES,23-Mar,21529.6
GRACE,GRACE TAYEBWA - DR,23-Mar,114912
GRACE,GRAJAN PACKAGING SOLUTIONS,23-Mar,316050
GRACE,MUBARAK,23-Mar,249071.76
GRACE,ROYAL CARE COSMETICS U LTD,23-Mar,880709.76
GRACE,RUGARI AGROPROCESSING COMPANY,23-Mar,1201806.9
GRACE,ULTIMATE DISTLLERS (U) LTD,23-Mar,148987.44
GRACE,ZIMA HEALTHY,23-Mar,390378.24
FAITH,PALM COAST BEAUTY PRODUCTS,23-Mar,139200
ESTHER,QWAY LIMITED,23-Mar,154836.8
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,23-Mar,115947.336
ESTHER,ZANFOOD & TEA COMPANY LIMITED,23-Mar,61387.2
ERICK,CHAIIWALI CAFE,23-Mar,7540
CAROL,C & P SHOE INDUSTRIES LTD - DR,23-Mar,355295.85
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,23-Mar,59774.8
CAROL,ISHYO FOODS LIMITED,23-Mar,129500
CAROL,IZYCUT LABELS,23-Mar,56271.6
CAROL,LELACH DAIRIES LIMITED,23-Mar,27840
CAROL,NICE SUPERMARKET LIMITED,23-Mar,39440
CAROL,POWERPOINT SYSTEMS EAST AFRICA LIMITED,23-Mar,17400
CAROL,SHIZUKA TRADERS LIMITED,23-Mar,560512
CAROL,THE PILL BOX LIMITED,23-Mar,23200
CAROL,VIVO ENERGY KENYA LIMITED,23-Mar,61958.036
YEMANE,BEST BEVERAGE CO. LTD,23-Apr,1695751.89
YEMANE,CANAAN WATER COMPANY LTD,23-Apr,3576147.988
YEMANE,ELIM WATER COMPANY,23-Apr,431060
YEMANE,ELITE WATER FACTORY,23-Apr,374718.4
YEMANE,NICE BEVERAGE & FOOD STUFF FAC,23-Apr,1976800
YEMANE,ROYAL FAMILY GENERAL TRADING CO.LTD,23-Apr,6300.28
YEMANE,SOCIETE AMERICAN BEVERAGE SARL,23-Apr,661500
TONY,AQUAMIST LIMITED,23-Apr,362423.44
TONY,BIDCO AFRICA LIMITED DR,23-Apr,1049093.56
TONY,BLOWPLAST LIMITED,23-Apr,246040.872
TONY,BOBMIL INDUSTRIES LTD DR,23-Apr,144600.96
TONY,CANON CHEMICALS LTD,23-Apr,339781.4
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Apr,256128
TONY,GENERAL PLASTICS LIMITED,23-Apr,169708
TONY,GLAXOSMITHKLINE LIMITED,23-Apr,272608.7696
TONY,JETLAK FOODS LIMITED,23-Apr,201770.4
TONY,KEVIAN KENYA LIMITED,23-Apr,1114153.749
TONY,MENENGAI OIL REFINERIES LIMITED,23-Apr,569729.998
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Apr,1661347.36
TONY,TECHPAK INDUSTRIES LIMITED,23-Apr,2435803.183
TONY,Ultravetis E.a. Limited,23-Apr,63800
TONY,VAJAS MANUFACTURERS LIMITED,23-Apr,85376
TONY,VICTORIA JUICE CO LIMITED,23-Apr,334541.5292
SUZY,ALPHA BREEZE ENTERPRISES,23-Apr,388739.2
SUZY,CHANDARIA INDUSTRIES LTD,23-Apr,102144.96
SUZY,CITIQUEST,23-Apr,11136
SUZY,FOAM MATTRESSES LIMITED,23-Apr,480021.92
SUZY,GOLDEN AFRICA KENYA LIMITED,23-Apr,14439.1
SUZY,KAPA OIL REFINERIES LIMITED,23-Apr,965812.984
SUZY,KOIBATEK HIGHLANDSWATER COMPANY LTD,23-Apr,142434.08
SUZY,METAL CROWN,23-Apr,171685.8
SUZY,MVITA OIL,23-Apr,510400
SUZY,OLA ENERGY KENYA LTD,23-Apr,1384021.984
SHIV,AMITECH AUTO MOBILE LIMITED,23-Apr,5800
SHIV,BRUSH MANUFACTURERS LIMITED DR,23-Apr,9824.04
SHIV,CHANDARANA SUPERMARKET LIMITED,23-Apr,669464.42
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Apr,1550249.12
SHIV,EAST AFRICAN FOODS & BEVERAGES LTD,23-Apr,184728.488
SHIV,ELPIS INDUSTRIES LTD,23-Apr,302760
SHIV,GALAXY FOODS AND BEVERAGES,23-Apr,2106944
SHIV,INSIGNIA LIMITED,23-Apr,401940
SHIV,MAMUJEE PRODUCTS LTD,23-Apr,4066914.74
SHIV,MOUNT MERU SOYCO LTD,23-Apr,223664.28
SHIV,ORIBUT COMPANY LIMITED (USD),23-Apr,290294.55
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-Apr,3359.36
SHIV,RELIABLE PACKERS LIMITED,23-Apr,1526296.112
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Apr,17400
SHIV,SPALLIC TRADE LABELS,23-Apr,8120
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-Apr,252439.2
SHIV,SUPERSLEEK LIMITED DR,23-Apr,745924.08
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Apr,23527040.71
SHIV,TOTAL KENYA LIMITED DR,23-Apr,1842340.055
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Apr,1560561.92
SHIV,ZARA ENTERPRISES SRL,23-Apr,1209611.2
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Apr,13664.8
SHEENA,CAFFE DEL DUCA LIMITED,23-Apr,30914
SHEENA,CARTON MANUFACTURERS LIMITED,23-Apr,15428
SHEENA,CENTRAL PARK BEES KENYA,23-Apr,12245.192
SHEENA,CENTRAL PARK BEES LIMITED,23-Apr,60320
SHEENA,DAWA LIMITED,23-Apr,340322.08
SHEENA,DOMAINE KENYA LIMITED,23-Apr,13398
SHEENA,ECOZYM LIMITED,23-Apr,10022.4
SHEENA,HIGHLANDS DRINKS LIMITED,23-Apr,-39705.63768
SHEENA,IMPALA AUTO SPARES LTD,23-Apr,4256.156
SHEENA,JUMBO SPICES,23-Apr,68386.176
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-Apr,931419.2392
SHEENA,KEYMEDIA AGENCY LTD,23-Apr,92760
SHEENA,LAKI LAKI LTD,23-Apr,9604.8
SHEENA,MALACHITE LIMITED - DR,23-Apr,1817829.388
SHEENA,MEDISEL (KENYA) LIMITED,23-Apr,35102.25
SHEENA,NABICO ENTERPRISES LIMITED,23-Apr,6390.208
SHEENA,NESTLE KENYA LIMITED,23-Apr,86594
SHEENA,NIA DIMANI ENTERPRISES,23-Apr,5800
SHEENA,ONE ACRE FUND,23-Apr,2755
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Apr,41307.6
SHEENA,QIAS PRODUCE,23-Apr,22399.6
SHEENA,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Apr,-13920
SHEENA,READY BELLY LIMITED,23-Apr,918.72
SHEENA,ROSETO LIMITED,23-Apr,12667.2
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Apr,29580
SHEENA,ROYAL SNACKS LTD,23-Apr,186825.482
SHEENA,SERENITY SPA LTD,23-Apr,429542.2
SHEENA,SIERRA FLORA LIMITED,23-Apr,21483.2
SHEENA,SOUTH LEMON LIMITED,23-Apr,76789.68
SHEENA,TANIA EAST AFRICA LTD DR,23-Apr,46295.6
SHEENA,TOP FOOD LIMITED,23-Apr,146733.62
SHEENA,TYPSY GENERAL SUPPLIES,23-Apr,465473.2
SHEENA,VIVA GLOBAL LIMITED,23-Apr,64295.088
SHEENA,WARIDI PACKAGING ENTERPRISES,23-Apr,20880
SHEENA,WESTLANDS TRADING LIMITED,23-Apr,50320.8
SHEENA,X-CENTRIC LIMITED,23-Apr,5800
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Apr,12550.33
RACHAEL,MAJIC LEAN,23-Apr,35960
RACHAEL,POLMERK INDUSTRIES LIMITED,23-Apr,43500
NAHASHON,FINSBURY TRADING LTD,23-Apr,35775.908
NAHASHON,FLORENZA LIMITED,23-Apr,16207.52
NAHASHON,MEDISEL (KENYA) LIMITED,23-Apr,51450
NAHASHON,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Apr,20137.6
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Apr,32480
MOSES,ADVENT LIMITED,23-Apr,70000
MOSES,KASESA DISTILLERS AND DISTRIBUTORS LIMITED RWANDA,23-Apr,760834.179
MOHAMED,ADAN PAPERS,23-Apr,172144
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Apr,344984
MOHAMED,PLASITEK LIMITED,23-Apr,79344
MOHAMED,SANJAC PACKAGING LIMITED DR,23-Apr,361224
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-Apr,455740.8
JUDY,BAHATI AGRO PROCESSORS LTD,23-Apr,653905.92
JUDY,BEMUTECH TECHNICAL SERVICE LTD,23-Apr,31389.6
JUDY,BY CHOICE VENTURES LTD,23-Apr,37236
JUDY,DEMKA DAIRY LTD,23-Apr,2203118.4
JUDY,FAMPRO DAIRIES LIMITED,23-Apr,46400
JUDY,FARMING SOLUTIONS LIMITED,23-Apr,343383.2
JUDY,FOOD&US LIMITED,23-Apr,33141.2
JUDY,GITHUNGURI DIARY FARM CS LTD.,23-Apr,103756.2
JUDY,GUANGO DAIRY PRODUCTS LTD,23-Apr,23200
JUDY,HAPPY COW LIMITED,23-Apr,55749.6
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Apr,65772
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,23-Apr,2900
JUDY,MELANGINE DAIRIES LIMITED,23-Apr,163476.48
JUDY,MTINDI DAIRIES LTD,23-Apr,23494.64
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Apr,61352.632
JUDY,NURU SOCIAL ENTERPRISES LTD,23-Apr,8700
JUDY,PHILIP MOSES,23-Apr,103286.4
JUDY,SHEFA DAIRIES LIMITED,23-Apr,167499.36
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Apr,473280
JUDY,SUKA FARMERS COOP SOCIETY,23-Apr,23838
JUDY,TATU MILK LIMITED,23-Apr,197355.904
JUDY,TOP COW DAIRIES LTD,23-Apr,108576
JUDY,TROPICAL LUCH LTD,23-Apr,3248
JUDY,UPLANDS DAIRIES LIMITED,23-Apr,75469.6
JUDY,WIMSSY LIMITED,23-Apr,142262.4
JUDY,ZAWADI DAIRIES,23-Apr,4677.12
GRACE,GRACE TAYEBWA - DR,23-Apr,114912
GRACE,GRAJAN PACKAGING SOLUTIONS,23-Apr,744633.4
GRACE,RUGARI AGROPROCESSING COMPANY,23-Apr,169287.3
GRACE,ZIMA HEALTHY,23-Apr,43375.36
FAITH,ADVATECH OFFICE SUPPLIES,23-Apr,32480
FAITH,PALM COAST BEAUTY PRODUCTS,23-Apr,228397.504
ESTHER,QWAY LIMITED,23-Apr,315017.72
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,23-Apr,178176
CAROL,CHEMICALS AND SCHOOL SUPPLIES LIMITED,23-Apr,29000
CAROL,IZYCUT LABELS,23-Apr,6660.72
CAROL,MOVIT PRODUCTS (KENYA) LIMITED,23-Apr,20984.4
CAROL,NICE SUPERMARKET LIMITED,23-Apr,-39440
CAROL,SHIZUKA TRADERS LIMITED,23-Apr,272832
YEMANE,CANAAN WATER COMPANY LTD,23-May,1858420.832
YEMANE,JIT BEVERAGE COMPANY,23-May,399504
TONY,ACE CHEMICALS LTD,23-May,78935.1
TONY,AQUAMIST LIMITED,23-May,2240185.04
TONY,ASHUT PLASTICS LIMITED,23-May,385165.2
TONY,BIDCO AFRICA LIMITED DR,23-May,1375941.884
TONY,BLOWPLAST LIMITED,23-May,857573.732
TONY,BOBMIL INDUSTRIES LTD DR,23-May,93310.4
TONY,CANON CHEMICALS LTD,23-May,240711.368
TONY,EDIBLE OIL PRODUCTS LIMITED,23-May,1305525.48
TONY,GLAXOSMITHKLINE LIMITED,23-May,375170.2412
TONY,IZYCUT LABELS,23-May,10718.4
TONY,KEVIAN KENYA LIMITED,23-May,3300961.466
TONY,MENENGAI OIL REFINERIES LIMITED,23-May,-77679.9684
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-May,1965119.381
TONY,TECHPAK INDUSTRIES LIMITED,23-May,5764814.82
TONY,VICTORIA JUICE CO LIMITED,23-May,124605.054
SUZY,ALPHA BREEZE ENTERPRISES,23-May,72500
SUZY,B.BRAUN PHARMACEUTICALS EPZ LIMITED,23-May,731400
SUZY,CAPWELL INDUSTRIES LIMITED,23-May,119108.8
SUZY,CHANDARIA INDUSTRIES LTD,23-May,76562.32
SUZY,DEVANI LIMITED,23-May,149548.128
SUZY,FOAM MATTRESSES LIMITED,23-May,699619.2
SUZY,GOLDEN AFRICA KENYA LIMITED,23-May,1185970.08
SUZY,JOSKAB ENTERPRISES,23-May,39440
SUZY,KAPA OIL REFINERIES LIMITED,23-May,464071.34
SUZY,KOIBATEK HIGHLANDSWATER COMPANY LTD,23-May,29348
SUZY,MVITA OIL,23-May,1060240
SUZY,OLA ENERGY KENYA LTD,23-May,6082022.958
SUZY,VIPINGO INDUSTRIES,23-May,271282.24
SHIV,AFRICA LUBRICANT MANUFACTURING COMPANY LTD,23-May,952494.08
SHIV,BLESSED DAIRIES LTD,23-May,1368688.3
SHIV,BRUSH MANUFACTURERS LIMITED DR,23-May,29000
SHIV,CHANDARANA SUPERMARKET LIMITED,23-May,150336
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-May,625988.096
SHIV,CONINX INDUSTRIES LIMITED,23-May,20671.2
SHIV,DARSH INDUSTRIES LTD,23-May,5059289.6
SHIV,GENERAL INDUSTRIES LTD,23-May,41467.68
SHIV,GREEN FOOD LTD,23-May,199424
SHIV,JUSTUS MWANGI,23-May,52891.96506
SHIV,METAL CROWN (T)LTD,23-May,66150.4
SHIV,MOUNT MERU SOYCO LTD,23-May,1681365.872
SHIV,NEZULA BRANDS LIMITED,23-May,62640
SHIV,ORIBUT COMPANY LIMITED (USD),23-May,722083.04
SHIV,PAPER CONVERTERS LIMITED,23-May,368253.6
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-May,21579.48
SHIV,RAI PLYWOODS (KENYA) LIMITED,23-May,29928
SHIV,RELIABLE PACKERS LIMITED,23-May,2175260.926
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-May,15970.3
SHIV,SILAFRICA  KENYA LIMITED,23-May,-4640
SHIV,SPALLIC TRADE LABELS,23-May,8120
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-May,270419.2
SHIV,SUPERSLEEK LIMITED DR,23-May,219567.12
SHIV,T.M.ABDULHUSEIN & SONS,23-May,632526.772
SHIV,TAIFA IMPORTS LIMITED-DR,23-May,106278.04
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-May,11880221.62
SHIV,TOTAL KENYA LIMITED DR,23-May,2665887.853
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-May,706082.72
SHIV,ZARA ENTERPRISES SRL,23-May,644454.4
SHIV,ZEIZU COMPANY LIMITED,23-May,105792
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-May,7624.1
SHEENA,CAFFE DEL DUCA LIMITED,23-May,5684
SHEENA,CARTON MANUFACTURERS LIMITED,23-May,2088
SHEENA,CLIQUE LIMITED,23-May,60900
SHEENA,DAWA LIMITED,23-May,264277.6
SHEENA,DORMANS COFFEE LIMITED,23-May,84468.88
SHEENA,EAT N GO LIMITED,23-May,40600
SHEENA,ECOZYM LIMITED,23-May,49919.208
SHEENA,FINSBURY TRADING LTD,23-May,11234.6
SHEENA,FLORENZA LIMITED,23-May,17075.2
SHEENA,JUMBO SPICES,23-May,18783.2199
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-May,1014585.984
SHEENA,KEYMEDIA AGENCY LTD,23-May,49375.4
SHEENA,MALACHITE LIMITED - DR,23-May,1450891.228
SHEENA,MEDISEL (KENYA) LIMITED,23-May,35526.6
SHEENA,MOGAS TANZANIA LIMITED,23-May,1685600
SHEENA,NABICO ENTERPRISES LIMITED,23-May,17523.192
SHEENA,NESTLE KENYA LIMITED,23-May,115025.6
SHEENA,ONE ACRE FUND,23-May,172040.992
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-May,27722.84
SHEENA,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-May,66990
SHEENA,READY BELLY LIMITED,23-May,623.616
SHEENA,ROSETO LIMITED,23-May,21483.2
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-May,166163.04
SHEENA,SERENITY SPA LTD,23-May,12815.1
SHEENA,SIERRA FLORA LIMITED,23-May,17632
SHEENA,SOUTH LEMON LIMITED,23-May,232763.28
SHEENA,SOYS LIMITED,23-May,21359.892
SHEENA,TANIA EAST AFRICA LTD DR,23-May,81234.8
SHEENA,TOP FOOD LIMITED,23-May,95654.6904
SHEENA,TULIVU GARDENS LIMITED,23-May,19488
SHEENA,TYPSY GENERAL SUPPLIES,23-May,388446.88
SHEENA,VIVA GLOBAL LIMITED,23-May,27002.016
SHEENA,WESTLANDS TRADING LIMITED,23-May,63684
SHEENA,X-CENTRIC LIMITED,23-May,8468
SHEENA,ZD INDUSTRIES LIMITED,23-May,19070.4
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-May,406240.99
RACHAEL,HASANAT VENTURES LTD,23-May,17469.6
RACHAEL,IMAGE QUEST,23-May,5011.2
RACHAEL,LUFION MANUFACTURERS,23-May,20880
RACHAEL,POLMERK INDUSTRIES LIMITED,23-May,21715.2
RACHAEL,RINZ PRODUCTS LIMITED,23-May,78431.08
RACHAEL,ROBBINS EAST AFRICA LTD,23-May,2088
RACHAEL,SOFTQUE COMPUTERS AND PRINTING,23-May,33060
RACHAEL,TAYEB DISTRIBUTION LIMITED,23-May,8120
NAHASHON,FLORENSIS KENYA LIMITED,23-May,5336
NAHASHON,MURPHY CHEMICALS EAST AFRICA LIMITED,23-May,492712.9
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-May,48048.824
MOHAMED,ADAN PAPERS,23-May,309859.2
MOHAMED,DAVID FOSIL,23-May,171680
MOHAMED,PLASITEK LIMITED,23-May,384888
MOHAMED,SANJAC PACKAGING LIMITED DR,23-May,174000
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-May,35728
MOHAMED,WAKAMASTER ENTERPRISES,23-May,99999.54
JUDY,AMASI HOLDINGS LIMITED,23-May,98275.2
JUDY,APDC,23-May,39440
JUDY,BAHATI AGRO PROCESSORS LTD,23-May,339601.6
JUDY,BEMUTECH TECHNICAL SERVICE LTD,23-May,61549.6
JUDY,DEA TRADERS COMPANY LIMITED,23-May,25932.48
JUDY,DEMKA DAIRY LTD,23-May,2233487.2
JUDY,DIEMOULD MACHINERY PRODUCT LTD,23-May,17748
JUDY,EASTNAT LIMITED,23-May,12760
JUDY,FAMPRO DAIRIES LIMITED,23-May,214136
JUDY,FARMING SOLUTIONS LIMITED,23-May,158131.2
JUDY,GUANGO DAIRY PRODUCTS LTD,23-May,73149.6
JUDY,GULF VENTURES DAIRY PRODUCTS,23-May,2320
JUDY,HAPPY COW LIMITED,23-May,365539.2
JUDY,JONASH GENERAL SUPPLIES,23-May,36540
JUDY,KASBONDO AIM DAIRY CO-OPERATIVE SOCIETY LTD,23-May,4970.6
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-May,65145.6
JUDY,LELACH DAIRIES LIMITED,23-May,11600
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,23-May,8908.8
JUDY,MAMA O DAIRIES,23-May,5939.2
JUDY,MELANGINE DAIRIES LIMITED,23-May,69368
JUDY,MTINDI DAIRIES LTD,23-May,2378
JUDY,NIA COSMETICS LIMITED,23-May,80562
JUDY,PHILIP MOSES,23-May,171680
JUDY,SHEFA DAIRIES LIMITED,23-May,125280
JUDY,SIVAT AGRIBUSINESS LIMITED,23-May,31552
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-May,417600
JUDY,SUKA FARMERS COOP SOCIETY,23-May,86246
JUDY,TATU MILK LIMITED,23-May,66908.8
JUDY,UPLANDS DAIRIES LIMITED,23-May,88494.08
JUDY,UPLANDS PREMIUM DAIRIES & FOOD,23-May,69600
JUDY,WANYORORO COOP SOCIETY,23-May,5289.6
JUDY,WIMSSY LIMITED,23-May,154419.2
GRACE,GRACE TAYEBWA - DR,23-May,105062.4
GRACE,GRAJAN PACKAGING SOLUTIONS,23-May,390502.4
ESTHER,QWAY LIMITED,23-May,420662.4
ERICK,CHAIIWALI CAFE,23-May,7540
CAROL,CHEMICALS AND SCHOOL SUPPLIES LIMITED,23-May,63800
CAROL,COLOUR LABEL LTD,23-May,368253.6
CAROL,IZYCUT LABELS,23-May,31236.48
CAROL,LELACH DAIRIES LIMITED,23-May,17469.6
CAROL,PRIMETECH INDUSTRIES E.A. LTD,23-May,1345.6
CAROL,SHIZUKA TRADERS LIMITED,23-May,288608
CAROL,VIVO ENERGY KENYA LIMITED,23-May,37693.852
YEMANE,ABUBEKER HUSSIEN WORAKI/LIFE CARE PHARMACEUTICALS,23-Jun,3129487.36
YEMANE,AQUA CRYSTAL COMPANY,23-Jun,329600
YEMANE,CANAAN WATER COMPANY LTD,23-Jun,3409307.827
YEMANE,ELITE WATER FACTORY,23-Jun,14848
YEMANE,JIT BEVERAGE COMPANY,23-Jun,403531.87
YEMANE,MASAKA CREAMERY LIMITED,23-Jun,189033
TONY,AQUAMIST LIMITED,23-Jun,2206616.96
TONY,BIDCO AFRICA LIMITED DR,23-Jun,555642.3038
TONY,BLOWPLAST LIMITED,23-Jun,262995.2
TONY,BOBMIL INDUSTRIES LTD DR,23-Jun,161781.72
TONY,CANON CHEMICALS LTD,23-Jun,161593.8
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Jun,258147.676
TONY,GLAXOSMITHKLINE LIMITED,23-Jun,74651.974
TONY,ISINYA FEEDS LTD,23-Jun,207068.468
TONY,KEVIAN KENYA LIMITED,23-Jun,1507290.78
TONY,MENENGAI OIL REFINERIES LIMITED,23-Jun,279419.06
TONY,PLUS EX PRODUCTS,23-Jun,-18705
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Jun,1087184.016
TONY,TECHPAK INDUSTRIES LIMITED,23-Jun,2933195.397
TONY,VICTORIA JUICE CO LIMITED,23-Jun,725492.3388
SUZY,ACEE LIMITED,23-Jun,5800
SUZY,ALPHA BREEZE ENTERPRISES,23-Jun,69948
SUZY,BESAPACK LIMITED,23-Jun,103240
SUZY,CAPWELL INDUSTRIES LIMITED,23-Jun,232969.76
SUZY,GIBSONS COFFEEE,23-Jun,2626.24
SUZY,METAL CROWN,23-Jun,165369.6
SUZY,OLA ENERGY KENYA LTD,23-Jun,7555879.472
SUZY,TALLULAH FRESH LTD,23-Jun,12412
SHIV,CHANDARANA SUPERMARKET LIMITED,23-Jun,236575.62
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Jun,38688
SHIV,ELPIS INDUSTRIES LTD,23-Jun,256824
SHIV,GENERAL INDUSTRIES LTD,23-Jun,30276
SHIV,GREEN FOOD LTD,23-Jun,63923.2
SHIV,GUMBO SPRING COMPANY,23-Jun,200941.824
SHIV,HABISON GLOBAL TRADING,23-Jun,104915.328
SHIV,JUSTUS MWANGI,23-Jun,41130.97283
SHIV,KEENFEEDERS LTD,23-Jun,237644.8
SHIV,LIFE INDUSTRIES CO.LTD,23-Jun,15118.40256
